               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 308,            0.011427,            0.003656,          0.00078915,             0.99364,             0.97892,             0.98638,             0.91373,            0.007742,           0.0021744,          0.00050674,           0.0049345,           0.0049345,           0.0049345
                 309,             0.01133,           0.0035987,          0.00082491,             0.99364,             0.97883,             0.98638,             0.91506,           0.0077424,           0.0021737,          0.00050623,            0.004918,            0.004918,            0.004918
                 310,            0.011303,           0.0035517,          0.00081082,             0.99368,             0.97879,             0.98638,             0.91521,           0.0077402,           0.0021712,          0.00050473,           0.0049015,           0.0049015,           0.0049015
                 311,            0.011209,           0.0035616,            0.000765,             0.99366,             0.97885,             0.98638,              0.9152,           0.0077421,           0.0021701,          0.00050359,            0.004885,            0.004885,            0.004885
                 312,            0.011255,           0.0035812,          0.00078299,             0.99367,             0.97878,             0.98638,             0.91457,           0.0077376,           0.0021683,          0.00050269,           0.0048685,           0.0048685,           0.0048685
                 313,            0.011105,           0.0034897,          0.00070417,             0.99366,             0.97884,             0.98638,             0.91486,           0.0077376,           0.0021664,          0.00050185,            0.004852,            0.004852,            0.004852
                 314,            0.011067,           0.0035614,          0.00074482,             0.99363,             0.97884,             0.98638,             0.91502,           0.0077377,           0.0021643,          0.00050051,           0.0048355,           0.0048355,           0.0048355
                 315,            0.011012,           0.0034557,          0.00065491,             0.99367,             0.97885,             0.98638,             0.91578,           0.0077345,           0.0021622,          0.00050009,            0.004819,            0.004819,            0.004819
                 316,            0.011021,           0.0034558,          0.00068088,             0.99369,             0.97887,             0.98638,             0.91601,           0.0077385,           0.0021627,          0.00050013,           0.0048025,           0.0048025,           0.0048025
                 317,            0.011119,           0.0034942,           0.0007542,             0.99369,             0.97892,             0.98638,              0.9152,           0.0077387,           0.0021608,          0.00049954,            0.004786,            0.004786,            0.004786
                 318,            0.011012,            0.003479,          0.00072861,             0.99374,             0.97887,             0.98638,             0.91564,           0.0077508,            0.002161,          0.00049865,           0.0047695,           0.0047695,           0.0047695
                 319,            0.010929,           0.0034639,          0.00069535,             0.99374,             0.97889,             0.98638,             0.91499,            0.007754,           0.0021599,          0.00049737,            0.004753,            0.004753,            0.004753
                 320,            0.011064,           0.0035156,          0.00084143,             0.99376,             0.97885,             0.98642,             0.91555,           0.0077511,           0.0021591,          0.00049679,           0.0047365,           0.0047365,           0.0047365
                 321,            0.011071,           0.0035592,          0.00080519,             0.99378,              0.9789,             0.98642,             0.91622,           0.0077503,           0.0021567,          0.00049594,             0.00472,             0.00472,             0.00472
                 322,            0.011176,           0.0035407,          0.00085895,             0.99385,             0.97893,             0.98642,             0.91535,           0.0077464,            0.002155,          0.00049465,           0.0047035,           0.0047035,           0.0047035
                 323,             0.01102,           0.0035331,          0.00070402,             0.99387,             0.97889,             0.98642,              0.9154,            0.007745,           0.0021545,          0.00049374,            0.004687,            0.004687,            0.004687
                 324,            0.011062,           0.0035776,          0.00080421,             0.99388,             0.97892,             0.98642,             0.91547,           0.0077508,           0.0021538,          0.00049388,           0.0046705,           0.0046705,           0.0046705
                 325,             0.01101,           0.0034716,          0.00062917,             0.99393,             0.97885,             0.98642,             0.91525,           0.0077555,           0.0021545,          0.00049399,            0.004654,            0.004654,            0.004654
                 326,            0.010897,           0.0034705,          0.00074802,             0.99398,             0.97883,             0.98642,              0.9152,           0.0077611,           0.0021538,          0.00049342,           0.0046375,           0.0046375,           0.0046375
                 327,            0.011043,            0.003462,          0.00077571,             0.99405,             0.97869,             0.98642,             0.91372,           0.0077647,           0.0021539,           0.0004934,            0.004621,            0.004621,            0.004621
                 328,            0.011029,            0.003522,          0.00082753,             0.99404,             0.97868,             0.98642,             0.91407,            0.007779,           0.0021545,          0.00049245,           0.0046045,           0.0046045,           0.0046045
                 329,            0.010885,           0.0034829,          0.00079118,              0.9941,             0.97857,             0.98642,             0.91307,           0.0077848,           0.0021552,          0.00049202,            0.004588,            0.004588,            0.004588
                 330,            0.010875,           0.0034433,          0.00076007,             0.99407,              0.9787,             0.98642,             0.91237,           0.0077844,           0.0021538,          0.00049102,           0.0045715,           0.0045715,           0.0045715
                 331,            0.011027,           0.0035246,          0.00088249,             0.99406,              0.9787,             0.98642,             0.91305,            0.007787,           0.0021541,          0.00049086,            0.004555,            0.004555,            0.004555
                 332,            0.011083,           0.0035428,          0.00091755,             0.99412,             0.97867,             0.98642,             0.91289,           0.0077935,           0.0021549,          0.00049056,           0.0045385,           0.0045385,           0.0045385
                 333,            0.011146,           0.0035502,          0.00080955,              0.9942,             0.97865,             0.98642,             0.91218,           0.0077937,           0.0021546,          0.00049011,            0.004522,            0.004522,            0.004522
                 334,            0.010932,           0.0034901,          0.00068992,             0.99414,             0.97873,             0.98642,             0.91247,           0.0078032,           0.0021549,          0.00048821,           0.0045055,           0.0045055,           0.0045055
                 335,            0.010846,           0.0034708,          0.00078307,             0.99415,             0.97869,             0.98642,             0.91269,             0.00781,           0.0021537,          0.00048711,            0.004489,            0.004489,            0.004489
                 336,            0.011017,           0.0035408,          0.00084281,             0.99419,             0.97867,             0.98643,             0.91157,           0.0078138,           0.0021549,          0.00048658,           0.0044725,           0.0044725,           0.0044725
                 337,             0.01129,           0.0035659,          0.00087338,             0.99403,             0.97883,             0.98642,             0.91216,           0.0078122,           0.0021541,          0.00048457,            0.004456,            0.004456,            0.004456
                 338,            0.010953,           0.0034745,          0.00084491,             0.99391,             0.97892,             0.98642,             0.91324,           0.0078035,           0.0021515,          0.00048306,           0.0044395,           0.0044395,           0.0044395
                 339,            0.010852,           0.0035011,          0.00067695,             0.99387,             0.97897,             0.98642,             0.91311,           0.0077901,           0.0021478,          0.00048193,            0.004423,            0.004423,            0.004423
                 340,              0.0109,           0.0034775,          0.00074354,             0.99376,             0.97907,             0.98642,             0.91422,           0.0077938,           0.0021469,           0.0004805,           0.0044065,           0.0044065,           0.0044065
                 341,            0.010738,           0.0034357,           0.0007048,             0.99376,             0.97912,             0.98642,             0.91322,           0.0077931,            0.002146,          0.00047992,             0.00439,             0.00439,             0.00439
                 342,            0.010664,           0.0034188,          0.00067732,             0.99365,              0.9792,             0.98642,             0.91202,           0.0077924,           0.0021453,          0.00047831,           0.0043735,           0.0043735,           0.0043735
                 343,            0.010644,           0.0034198,          0.00071267,             0.99357,             0.97929,             0.98643,             0.91137,           0.0077925,           0.0021445,          0.00047648,            0.004357,            0.004357,            0.004357
                 344,            0.010844,           0.0034702,          0.00072986,             0.99364,             0.97931,             0.98643,             0.91207,           0.0077931,            0.002143,          0.00047653,           0.0043405,           0.0043405,           0.0043405
                 345,            0.010746,           0.0034142,          0.00073963,             0.99366,             0.97934,             0.98643,             0.91218,           0.0077951,           0.0021434,          0.00047597,            0.004324,            0.004324,            0.004324
                 346,            0.011384,           0.0036322,           0.0012142,             0.99363,             0.97935,             0.98642,             0.91191,           0.0077961,           0.0021441,          0.00047539,           0.0043075,           0.0043075,           0.0043075
                 347,            0.010899,           0.0034916,          0.00075052,              0.9936,             0.97936,             0.98643,             0.91316,           0.0077971,           0.0021438,          0.00047481,            0.004291,            0.004291,            0.004291
                 348,            0.010739,           0.0034578,          0.00085718,             0.99354,             0.97943,             0.98643,             0.91301,           0.0077977,            0.002143,          0.00047366,           0.0042745,           0.0042745,           0.0042745
                 349,            0.010692,           0.0034469,          0.00070593,             0.99354,             0.97939,             0.98639,             0.91237,           0.0077939,           0.0021426,          0.00047324,            0.004258,            0.004258,            0.004258
                 350,            0.010674,           0.0034499,          0.00068365,             0.99355,             0.97937,             0.98635,              0.9121,            0.007795,           0.0021408,          0.00047188,           0.0042415,           0.0042415,           0.0042415
                 351,            0.010668,           0.0034035,          0.00082024,             0.99351,             0.97944,             0.98635,             0.91332,           0.0078019,           0.0021402,          0.00047094,            0.004225,            0.004225,            0.004225
                 352,            0.010703,            0.003443,          0.00068229,              0.9934,             0.97949,             0.98635,             0.91221,           0.0078009,           0.0021393,          0.00046939,           0.0042085,           0.0042085,           0.0042085
                 353,            0.010586,            0.003387,          0.00071124,             0.99337,             0.97949,             0.98635,             0.91241,           0.0078052,           0.0021386,          0.00046858,            0.004192,            0.004192,            0.004192
                 354,            0.010594,           0.0033906,          0.00071134,             0.99338,             0.97949,             0.98635,             0.91255,           0.0078014,           0.0021368,          0.00046849,           0.0041755,           0.0041755,           0.0041755
                 355,            0.010541,           0.0033668,          0.00067208,             0.99334,             0.97952,             0.98635,             0.91159,           0.0077995,           0.0021364,           0.0004682,            0.004159,            0.004159,            0.004159
                 356,            0.010608,           0.0034201,          0.00079601,             0.99338,             0.97947,             0.98635,             0.91096,           0.0077982,           0.0021351,          0.00046821,           0.0041425,           0.0041425,           0.0041425
                 357,            0.010511,           0.0034084,          0.00071717,             0.99334,             0.97948,             0.98635,             0.91095,           0.0078022,           0.0021348,           0.0004677,            0.004126,            0.004126,            0.004126
                 358,            0.010555,           0.0033595,          0.00064413,             0.99333,             0.97947,             0.98639,             0.91073,           0.0078022,           0.0021346,          0.00046679,           0.0041095,           0.0041095,           0.0041095
                 359,            0.010309,           0.0033749,          0.00061938,             0.99332,             0.97951,             0.98639,             0.91091,           0.0078013,           0.0021328,          0.00046542,            0.004093,            0.004093,            0.004093
                 360,            0.010571,           0.0034085,          0.00079695,             0.99345,             0.97935,             0.98639,             0.91096,           0.0078022,            0.002132,          0.00046516,           0.0040765,           0.0040765,           0.0040765
                 361,            0.010528,           0.0034487,          0.00067917,             0.99339,             0.97938,             0.98639,             0.91187,           0.0077945,           0.0021306,          0.00046439,             0.00406,             0.00406,             0.00406
                 362,             0.01054,           0.0033594,          0.00077164,             0.99332,              0.9794,             0.98639,             0.91297,           0.0077847,           0.0021291,           0.0004628,           0.0040435,           0.0040435,           0.0040435
                 363,            0.010455,           0.0033862,          0.00064922,             0.99329,             0.97937,             0.98639,              0.9114,           0.0077854,           0.0021278,           0.0004627,            0.004027,            0.004027,            0.004027
                 364,            0.010415,           0.0034233,          0.00064964,             0.99339,             0.97925,             0.98639,             0.91053,           0.0077845,           0.0021271,          0.00046275,           0.0040105,           0.0040105,           0.0040105
                 365,            0.010383,           0.0033619,          0.00069219,             0.99329,             0.97934,             0.98659,             0.91253,           0.0077835,           0.0021261,           0.0004615,            0.003994,            0.003994,            0.003994
                 366,             0.01041,            0.003337,          0.00063996,             0.99334,             0.97928,             0.98658,             0.91405,           0.0077805,           0.0021244,          0.00046188,           0.0039775,           0.0039775,           0.0039775
                 367,            0.010612,           0.0034231,          0.00078318,             0.99333,             0.97927,             0.98658,             0.91375,           0.0077851,           0.0021263,          0.00046156,            0.003961,            0.003961,            0.003961
                 368,            0.010279,           0.0033628,          0.00064611,             0.99341,             0.97918,             0.98657,               0.914,           0.0077894,           0.0021262,          0.00046199,           0.0039445,           0.0039445,           0.0039445
                 369,            0.010552,           0.0033986,          0.00093003,             0.99349,             0.97911,             0.98657,             0.91441,            0.007797,           0.0021257,          0.00046228,            0.003928,            0.003928,            0.003928
                 370,            0.010368,            0.003397,          0.00066292,             0.99347,             0.97913,             0.98656,             0.91305,           0.0078093,           0.0021254,          0.00046228,           0.0039115,           0.0039115,           0.0039115
                 371,            0.010303,           0.0033731,          0.00061234,             0.99347,              0.9791,             0.98655,              0.9134,           0.0078098,           0.0021243,          0.00046238,            0.003895,            0.003895,            0.003895
                 372,            0.010397,           0.0033557,          0.00075098,             0.99554,             0.98116,              0.9876,             0.91336,           0.0078104,           0.0021228,          0.00046225,           0.0038785,           0.0038785,           0.0038785
                 373,            0.010283,            0.003335,          0.00068781,             0.99561,             0.98114,              0.9876,              0.9129,           0.0078118,           0.0021228,          0.00046195,            0.003862,            0.003862,            0.003862
                 374,            0.010326,           0.0033032,           0.0007059,             0.99565,             0.98112,              0.9876,             0.91308,            0.007806,           0.0021215,          0.00046224,           0.0038455,           0.0038455,           0.0038455
                 375,            0.010306,           0.0033309,          0.00069198,             0.99563,             0.98112,             0.98762,             0.91386,           0.0078117,            0.002121,          0.00046177,            0.003829,            0.003829,            0.003829
                 376,            0.010347,           0.0033234,          0.00069202,             0.99561,             0.98112,             0.98762,             0.91357,           0.0078106,           0.0021202,          0.00046195,           0.0038125,           0.0038125,           0.0038125
                 377,            0.010353,           0.0033843,          0.00079286,             0.99569,             0.98103,              0.9876,             0.91281,           0.0078169,           0.0021207,           0.0004619,            0.003796,            0.003796,            0.003796
                 378,            0.010468,           0.0033631,          0.00070518,             0.99574,             0.98091,              0.9876,             0.91339,           0.0078206,             0.00212,           0.0004614,           0.0037795,           0.0037795,           0.0037795
                 379,            0.010239,           0.0033078,           0.0006947,             0.99581,              0.9808,              0.9876,             0.91473,           0.0078228,           0.0021199,          0.00045999,            0.003763,            0.003763,            0.003763
                 380,            0.010292,           0.0033362,          0.00066826,             0.99582,             0.98081,             0.98762,             0.91439,           0.0078146,           0.0021187,          0.00045866,           0.0037465,           0.0037465,           0.0037465
                 381,            0.010185,           0.0032899,          0.00066179,             0.99584,             0.98079,              0.9876,             0.91471,           0.0078108,           0.0021174,          0.00045849,             0.00373,             0.00373,             0.00373
                 382,            0.010095,           0.0033057,           0.0005776,             0.99588,             0.98075,             0.98762,             0.91451,           0.0078081,           0.0021157,          0.00045809,           0.0037135,           0.0037135,           0.0037135
                 383,            0.010071,           0.0032249,           0.0006694,             0.99584,             0.98079,              0.9876,             0.91416,           0.0078065,           0.0021142,          0.00045661,            0.003697,            0.003697,            0.003697
                 384,            0.010162,           0.0033111,          0.00066132,             0.99579,             0.98088,              0.9876,             0.91461,            0.007812,           0.0021131,          0.00045525,           0.0036805,           0.0036805,           0.0036805
                 385,            0.010186,            0.003318,          0.00065454,             0.99571,             0.98087,              0.9876,             0.91497,           0.0078156,           0.0021129,          0.00045449,            0.003664,            0.003664,            0.003664
                 386,            0.010284,           0.0032913,          0.00067674,             0.99566,             0.98092,              0.9876,             0.91451,           0.0078095,           0.0021123,          0.00045488,           0.0036475,           0.0036475,           0.0036475
                 387,            0.010162,           0.0032653,          0.00075979,             0.99562,             0.98093,              0.9876,             0.91407,            0.007808,           0.0021109,          0.00045387,            0.003631,            0.003631,            0.003631
                 388,            0.010114,           0.0032842,          0.00068709,             0.99563,             0.98088,             0.98756,             0.91445,           0.0078103,           0.0021113,          0.00045389,           0.0036145,           0.0036145,           0.0036145
                 389,            0.010036,           0.0032836,          0.00066957,             0.99565,             0.98087,             0.98756,             0.91368,            0.007812,           0.0021119,          0.00045336,            0.003598,            0.003598,            0.003598
